name,level,school,ritual,casting_time,range,duration,cast_with,hue1,hue2,bright1,bright2,attack_type,saving_throw,availableWhen,onCasting,onCast,onPlayerAttacks,onPlayerHitsTarget,onDispel,die_str,ammo_count,bonus_threshold,bonus_per_level,bonus_type,bonus_max,description,higher_levels,components_material,components_somatic,components_verbal,components_materials_description,classes_0,classes_1,classes_2,classes_3,classes_4,classes_5,classes_6,tags_0,tags_1,tags_2,tags_3,tags_4,tags_5,tags_6,tags_7
Blink,3,transmutation,FALSE,1 action,Self,1 minute,,,,,,,,,,,,,,,1,,,,,"Roll a **d20** at the end of each of your turns for the duration of the spell. On a roll of **11 or higher**, you vanish from your current plane of existence and appear in the Ethereal Plane (the spell fails and the casting is wasted if you were already on that plane). At the start of your next turn, and when the spell ends if you are on the Ethereal Plane, you return to an unoccupied space of your choice that you can see within **10 feet** of the space you vanished from. If no unoccupied space is available within that range, you appear in the nearest unoccupied space (chosen at random if more than one space is equally near). You can dismiss this spell as an action.

While on the Ethereal Plane, you can see and hear the plane you originated from, which is cast in shades of gray, and you can’t see anything there more than **60 feet** away. You can only affect and be affected by other creatures on the Ethereal Plane. Creatures that aren’t there can’t perceive you or interact with you, unless they have the ability to do so.",,FALSE,TRUE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,level3,,,,,
Blur,2,illusion,FALSE,1 action,Self,"Concentration, up to 1 minute",,,,,,,,,,,,,,,1,,,,,"Your body becomes blurred, shifting and wavering to all who can see you. For the duration, any creature has **disadvantage** on attack rolls against you. An attacker is immune to this effect if it doesn’t rely on sight, as with blindsight, or can see through illusions, as with truesight.",,FALSE,FALSE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,level2,,,,,
Bones of the Earth,6,transmutation,FALSE,1 action,120 feet,Instantaneous,,,,,,,Dexterity,,,,,,,6d6(bludgeoning),6,6,2,ammunition,,"You cause up to {spell_AmmoCount_word} pillars of stone to burst from places on the ground that you can see within range. Each pillar is a cylinder that has a diameter of **5 feet** and a height of up to **30 feet**. The ground where a pillar appears must be wide enough for its diameter, and you can target ground under a creature if that creature is **Medium** or smaller. Each pillar has **AC** 5 and 30 hit points. When reduced to **0 hit points**, a pillar crumbles into rubble, which creates an area of difficult terrain with a **10-foot** radius. The rubble lasts until cleared.

If a pillar is created under a creature, that creature must succeed on a **Dexterity** saving throw or be lifted by the pillar. A creature can choose to fail the save.

If a pillar is prevented from reaching its full height because of a ceiling or other obstacle, a creature on the pillar takes **6d6 bludgeoning damage** and is **restrained**, pinched between the pillar and the obstacle. The **restrained** creature can use an action to make a Strength or Dexterity check (the creature’s choice) against the spell’s saving throw DC. On a success, the creature is no longer **restrained** and must either move off the pillar or fall off it.","When you cast this spell using a spell slot of 7th level or higher, you can create two additional pillars for each slot level above 6th.",FALSE,TRUE,TRUE,,druid,,,,,,,druid,level6,,,,,,
Branding Smite,2,evocation,FALSE,1 action,Self,"Concentration, up to 1 minute",,,,,,,,,,,,,,+2d6(radiant),1,2,1d6,damage,,"The next time you hit a creature with a weapon attack before this spell ends, the weapon gleams with astral radiance as you strike. The attack deals an extra {spell_DieStrRaw} **radiant damage** to the target, which becomes visible if it’s **invisible**, and the target sheds dim light in a **5-foot** radius and can’t become **invisible** until the spell ends.","When you cast this spell using a spell slot of 3rd level or higher, the extra damage increases by 1d6 for each slot level above 2nd.",FALSE,FALSE,TRUE,,paladin,,,,,,,paladin,level2,,,,,,
Burning Hands,1,evocation,FALSE,1 action,Self (15-foot cone),Instantaneous,,,,,,,Dexterity,,,,,,,3d6(fire),1,1,1d6,damage,,"As you hold your hands with thumbs touching and fingers spread, a thin sheet of flames shoots forth from your outstretched fingertips. Each creature in a **15-foot** cone must make a **Dexterity** saving throw. A creature takes {spell_DieStrRaw} **fire damage** on a failed save, or half as much damage on a successful one.

The fire ignites any flammable objects in the area that aren’t being worn or carried.","When you cast this spell using a spell slot of 2nd level or higher, the damage increases by 1d6 for each slot level above 1st.",FALSE,TRUE,TRUE,,sorcerer,wizard,,,,,,sorcerer,wizard,level1,,,,,
Call Lightning,3,conjuration,FALSE,1 action,120 feet,"Concentration, up to 10 minutes",,,,,,,Dexterity,,,,,,,3d10(lightning),1,3,1d10,damage,,"A storm cloud appears in the shape of a cylinder that is **10 feet** tall with a 60-foot radius, centered on a point you can see **100 feet** directly above you. The spell fails if you can’t see a point in the air where the storm cloud could appear (for example, if you are in a room that can’t accommodate the cloud).

When you cast the spell, choose a point you can see within range. A bolt of lightning flashes down from the cloud to that point. Each creature within **5 feet** of that point must make a **Dexterity** saving throw. A creature takes {spell_DieStrRaw} **lightning damage** on a failed save, or half as much damage on a successful one. On each of your turns until the spell ends, you can use your action to call down lightning in this way again, targeting the same point or a different one.

If you are outdoors in stormy conditions when you cast this spell, the spell gives you control over the existing storm instead of creating a new one. Under such conditions, the spell’s damage increases by **1d10**.","When you cast this spell using a spell slot of 4th or higher level, the damage increases by 1d10 for each slot level above 3rd.",FALSE,TRUE,TRUE,,druid,,,,,,,druid,level3,,,,,,
Calm Emotions,2,enchantment,FALSE,1 action,60 feet,"Concentration, up to 1 minute",,,,,,,Charisma,,,,,,,,1,,,,,"You attempt to suppress strong emotions in a group of people. Each humanoid in a **20-foot** radius sphere centered on a point you choose within range must make a **Charisma** saving throw; a creature can choose to fail this saving throw if it wishes. If a creature fails its saving throw, choose one of the following two effects. You can suppress any effect causing a target to be **charmed** or **frightened**. When this spell ends, any suppressed effect resumes, provided that its duration has not expired in the meantime.

Alternatively, you can make a target indifferent about creatures of your choice that it is hostile toward. This indifference ends if the target is attacked or harmed by a spell or if it witnesses any of its friends being harmed. When the spell ends, the creature becomes hostile again, unless the DM rules otherwise.",,FALSE,TRUE,TRUE,,bard,cleric,,,,,,bard,cleric,level2,,,,,
Catapult,1,transmutation,FALSE,1 action,150 feet,Instantaneous,,,,,,,Dexterity,,,,,,,3d8(bludgeoning),1,*,,,,"Choose one object weighing 1 to **5 pounds** within range that isn’t being worn or carried. The object flies in a straight line up to **90 feet** in a direction you choose before falling to the ground, stopping early if it impacts against a solid surface. If the object would strike a creature, that creature must make a **Dexterity** saving throw. On a failed save, the object strikes the target and stops moving. In either case, both the object and the creature or solid surface take **3d8 bludgeoning damage**.","When you cast this spell using a spell slot of 2nd level or higher, the maximum weight of objects that you can target with this spell increases by 5 pounds, and the damage increases by 1d8, for each slot level above 1st.",FALSE,TRUE,FALSE,,sorcerer,wizard,,,,,,sorcerer,wizard,level1,,,,,
Chain Lightning,6,evocation,FALSE,1 action,150 feet,Instantaneous,,,,,,,Dexterity,,,,,,,10d8,1,6,1,ammunition,,"You create a bolt of lightning that arcs toward a target of your choice that you can see within range. {spell_AmmoCount_Word} bolts then leap from that target to as many as {spell_AmmoCount_word} other targets, each of which must be within **30 feet** of the first target. A target can be a creature or an object and can be targeted by only one of the bolts.

A target must make a **Dexterity** saving throw. The target takes **10d8 lightning damage** on a failed save, or half as much damage on a successful one.","When you cast this spell using a spell slot of 7th level or higher, one additional bolt leaps from the first target to another target for each slot level above 6th.",TRUE,TRUE,TRUE,"a bit of fur; a piece of amber, glass or a crystal rod; and three silver pins",sorcerer,wizard,,,,,,sorcerer,wizard,level6,,,,,
Chaos Bolt,1,evocation,FALSE,1 action,120 feet,Instantaneous,staff,220,270,,,ranged,,,,,,,,"2d8,1d6",1,1,1d6,damage,,"You hurl an undulating, warbling mass of chaotic energy at one creature in range. Make a ranged spell attack against the target. On a hit, the target takes {spell_DieStrRaw} damage. Choose one of the d8s. The number rolled on that die determines the attack's damage type, as shown below.

| d8 | Damage Type |
|:---:|---|
|1|Acid|
|2|Cold|
|3|Fire|
|4|Force|
|5|Lightning|
|6|Poison|
|7|Psychic|
|8|Thunder|

If you roll the **same number** on both **d8s**, the chaotic energy leaps from the target to a different creature of your choice within **30 feet** of it. Make a new attack roll against the new target, and make a new damage roll, which could cause the chaotic energy to leap again. A creature can be targeted only once by each casting of this spell.","When you cast this spell using a spell slot of 2nd level or higher, each target takes 1d6 extra damage of the type rolled for each slot level above 1st.",FALSE,TRUE,TRUE,,sorcerer,,,,,,,sorcerer,level1,,,,,,
